訓練單位名稱,縣市別辦訓地,課程代碼,課程名稱,訓練時數,訓練人次,每人訓練費用,開訓日期,結訓日期
"社團法人中華勞動力職能發展協會","臺南市","161530","手工西點製作班","45","28","10000","20250307","20250704"
"社團法人臺南市不動產教育發展研究協會","臺南市","161533","地政士土地稅法規實務班","33","21","6240","20250221","20250516"
"社團法人臺南市不動產教育發展研究協會","臺南市","161534","地政士民法概要研析班","36","21","6830","20250224","20250512"
"社團法人臺南市不動產教育發展研究協會","臺南市","161535","土地登記實務與信託法班","36","22","6830","20250311","20250527"
"社團法人臺南市不動產教育發展研究協會","臺南市","161536","地政士土地法規實務班","36","22","6830","20250308","20250419"
"社團法人台灣職業訓練多元發展協會","雲林縣","161537","縫機設備操作班","48","20","10690","20250315","20250510"
"台南市服飾設計職業工會","臺南市","161541","褲子版型設計班","42","18","8900","20250315","20250330"
"台南市美髮及美容美體業產業工會","臺南市","161545","美業Line@、社群營運與KOL整合實作班","54","20","8800","20250306","20250515"
"台中市總工會","臺中市","161549","日文進階VI班","36","20","6700","20250305","20250521"
"台中市總工會","臺中市","161550","易經易學實務班","42","25","6500","20250305","20250604"
"台中市總工會","臺中市","161551","機縫拼布進階班","54","25","10800","20250310","20250707"
"台灣機械業工會聯合會","臺中市","161555","稅務會計申報實務班","36","25","6830","20250315","20250426"
"台灣機械業工會聯合會","臺中市","161556","辦公室文書Word與Excel實務應用班","36","25","6720","20250315","20250426"
"國立臺中科技大學","臺中市","161564","情境主題觀光日語會話班","36","18","6130","20250301","20250412"
"國立臺中科技大學","臺中市","161565","財務規劃-金融商品分析與實務班","36","18","6130","20250306","20250605"
"國立臺中科技大學","臺中市","161566","新多益題型解析班","36","18","6350","20250317","20250609"
"國立臺中科技大學","臺中市","161567","財務報表分析班","36","18","6130","20250319","20250604"
"朝陽科技大學","臺中市","161569","領隊導遊帶團實務班","42","30","7960","20250222","20250316"
"高雄市土木技師公會","高雄市","161577","鋼結構大樓施工實務班","24","24","4530","20250304","20250327"
"台灣文化創意產業工會","高雄市","161582","創意網路行銷與社群應用實務班","30","21","6230","20250315","20250607"
"社團法人中華樂活數位教育協會","高雄市","161592","ChatGPT 與辦公室軟體整合實務班","30","22","5550","20250322","20250426"
"中華民國職業安全衛生協會附設高雄職業訓練中心","高雄市","161594","職業安全衛生管理員安全衛生教育訓練班","115","30","11400","20250306","20250414"
"中華民國職業安全衛生協會附設高雄職業訓練中心","高雄市","161595","營造業甲種職業安全衛生業務主管教育訓練班","42","35","5650","20250310","20250321"
"社團法人高雄市愛苗職涯動力整合協會","高雄市","161603","樂齡活動帶領技巧實務班","20","20","3980","20250308","20250322"
"中華壓力容器協會附設高雄職業訓練中心","高雄市","161605","荷重在一公噸以上之堆高機操作人員安全衛生教育訓練班","26","25","4320","20250313","20250330"
"財團法人成大研究發展基金會","高雄市","161611","EXCEL函數與樞紐分析報表個案操作班","21","23","3980","20250316","20250330"
"社團法人高雄市不動產暨物業人力資源發展協會","高雄市","161616","房地產買賣與稅務實務班","30","18","5600","20250322","20250426"
"社團法人高雄市財務金融文化創意發展協會","高雄市","161618","金融資訊籌碼分析與風險管理班","24","24","4530","20250226","20250423"
"社團法人高雄市顧健康頤養照護關懷協會","高雄市","161619","社區樂齡體適能活動設計與實作班","24","24","4690","20250304","20250422"
"中華民國勞動災害防止協會附設高雄職業訓練中心","高雄市","161623","隧道等挖掘作業主管教育訓練班","18","20","3400","20250308","20250322"
"中華民國勞動災害防止協會附設高雄職業訓練中心","高雄市","161624","施工安全評估人員安全衛生教育訓練班","76","17","12000","20250310","20250331"
"台灣人力資源產業工會","高雄市","161632","行銷策略實務班","30","21","5670","20250224","20250428"
"台灣人力資源產業工會","高雄市","161633","勞動法實務班","30","21","5670","20250307","20250516"
"中華民國美顏養生協會","高雄市","161638","精油與芳療調理班","91","20","21010","20250309","20250706"
"財團法人亞太綜合研究院","高雄市","161648","商用日語實務班","45","20","8250","20250303","20250616"
"財團法人亞太綜合研究院","高雄市","161649","職場生活英語會話班","36","20","6800","20250305","20250528"
"社團法人高雄市企業管理交流協會","高雄市","161651","企業永續價值鏈培訓班","36","21","6000","20250222","20250329"
"社團法人高雄市企業管理交流協會","高雄市","161653","Podcast聲音自媒體培訓班","30","25","5500","20250316","20250420"
"社團法人中華活力職能發展協會","高雄市","161655","財產管理與轉移稅務規劃解析班","42","22","7950","20250312","20250416"
"社團法人中華亞洲智能健康促進協會","高雄市","161658","健身運動體適能實務班","36","25","6830","20250316","20250427"
"社團法人中華企業資源交流協會","高雄市","161662","AI品牌設計與經營實戰班","36","22","6500","20250304","20250408"
"社團法人中華國際文創交流協會","高雄市","161665","韓語會話初級應用班","42","20","7920","20250307","20250620"
"社團法人台灣公共職業訓練國際交流暨發展協會","高雄市","161669","套房裝修與經營管理實務班","30","20","5670","20250304","20250402"
"社團法人台灣中高齡暨高齡勞動力促進協會","高雄市","161670","勞資爭議與調解實務班","30","22","5650","20250315","20250419"
"高雄市不動產仲介業職業工會","高雄市","161672","不動產經紀營業員專業訓練班","20","40","2740","20250225","20250227"
"高雄市不動產仲介業職業工會","高雄市","161673","認識市地重劃及區段徵收及其相關土地稅制實務解析班","36","36","3790","20250613","20250808"
"高雄市不動產仲介業職業工會","高雄市","161674","不動產仲介專業常識實務班","20","25","2960","20250310","20250414"
"高雄市不動產仲介業職業工會","高雄市","161675","不動產經紀營業員專業訓練班","20","40","2740","20250312","20250314"
"高雄市不動產仲介業職業工會","高雄市","161676","不動產經紀營業員基礎訓練班","30","30","4580","20250317","20250321"
"高雄市按摩商業同業公會","高雄市","161692","民俗調理鬆筋按摩班","66","18","11420","20250305","20250519"
"社團法人高雄市不動產經紀業發展協會","高雄市","161694","不動產經紀人專業培訓班","88","24","14520","20250223","20250518"
"高雄市美容美體技術學會","高雄市","161697","精油與芳香療法班","91","20","15610","20250304","20250610"
"財團法人和春文教基金會","高雄市","161701","特定寵物照護人員班","44","20","8760","20250215","20250524"
"高雄市工業會","高雄市","161704","多益商用英語聽讀能力及解題技巧訓練班","36","23","6800","20250316","20250427"
"高雄市工業會","高雄市","161705","數位行銷與社群媒體經營技巧實務班","36","23","6800","20250319","20250423"
"高雄市室內裝潢業職業工會","高雄市","161716","水電修繕班","54","20","12020","20250315","20250517"
"社團法人台灣手工藝文創協會","高雄市","161717","妝品配方設計班","45","20","11520","20250317","20250623"
"社團法人高雄市產業職能教育訓練發展協會","高雄市","161718","ChatGPT工作協作應用班","30","18","5530","20250322","20250426"
"開南大學","桃園市","161721","優質企業供應鏈安全專責人員班","36","36","6660","20250308","20250412"
"文藻學校財團法人文藻外語大學","高雄市","161722","日語N5文法訓練班","45","16","5910","20250306","20250626"
"文藻學校財團法人文藻外語大學","高雄市","161723","韓語會話基礎班","45","16","5690","20250307","20250627"
"文藻學校財團法人文藻外語大學","高雄市","161724","職場日語情境會話班","45","16","6100","20250307","20250627"
"文藻學校財團法人文藻外語大學","高雄市","161725","多益商務英語技能訓練班","45","16","6270","20250311","20250617"
"文藻學校財團法人文藻外語大學","高雄市","161726","商務英語情境會話班","45","16","6270","20250311","20250617"
"文藻學校財團法人文藻外語大學","高雄市","161727","法語會話基礎班","45","16","5690","20250312","20250618"
"社團法人中華民國不動產包租代管房東房客教育訓練協會","高雄市","161728","不動產經紀人專業班","128","13","21120","20250315","20250712"
"社團法人中華民國珠寶金飾研究會","高雄市","161732","金銀珠寶首飾加工班","49","30","10910","20250323","20250518"
"社團法人中華民國產業教育協會","高雄市","161735","不動產經紀人專業班","128","15","21120","20250321","20250718"
"社團法人台灣勞工大聯盟協會","屏東縣","161736","清潔皂品實務班","47","18","12000","20250301","20250524"
"社團法人台灣勞工大聯盟協會","屏東縣","161737","地方特色皂品班","47","16","12000","20250305","20250521"
"中華美容造型休閒保健學會","高雄市","161739","凝膠美甲沙龍實務班","105","20","24250","20250317","20250623"
"中華美容造型休閒保健學會","高雄市","161740","芳療SPA保健應用班","94","20","21710","20250312","20250611"
"社團法人屏東縣終身學習大學教育推廣協會","屏東縣","161742","水晶花首飾製作應用班","47","20","12000","20250219","20250507"
"社團法人屏東縣終身學習大學教育推廣協會","屏東縣","161743","常見犬種寵物照護及美容基礎班","47","16","8900","20250301","20250524"
"社團法人屏東縣終身學習大學教育推廣協會","屏東縣","161744","社群網路行銷概念班","42","16","7950","20250302","20250413"
"社團法人屏東縣終身學習大學教育推廣協會","屏東縣","161745","水塔及家電清洗基礎班","30","16","5690","20250303","20250505"
"社團法人屏東縣終身學習大學教育推廣協會","屏東縣","161747","實用居家風水學班","39","12","7400","20250304","20250527"
"社團法人中華育群人才技藝發展協會","高雄市","161756","旅館管理能力提升培訓班","47","18","8910","20250317","20250630"
"社團法人中華育群人才技藝發展協會","高雄市","161757","人力資源基礎實務班","39","22","7290","20250325","20250617"
"社團法人台灣多元技藝職能協會","高雄市","161758","多媒體影音行銷AI應用實作班","30","23","5600","20250306","20250424"
"社團法人台灣產學研合作發展策進會","高雄市","161759","ISO 14064-1組織型碳盤查實務班","28","25","5290","20250315","20250412"
"社團法人台灣產學研合作發展策進會","高雄市","161761","品牌關鍵行銷實務班","35","25","6610","20250322","20250426"
"屏東縣產職業聯合總工會","屏東縣","161762","芳療舒壓保健實作班","45","14","11950","20250226","20250604"
"屏東縣產職業聯合總工會","屏東縣","161764","芳療舒壓按摩實作班","45","14","11950","20250305","20250611"
"屏東縣產職業聯合總工會","屏東縣","161765","古著翻新應用班","39","14","9990","20250307","20250613"
"屏東縣產職業聯合總工會","屏東縣","161766","傢飾彩繪實務班","47","14","12000","20250308","20250607"
"屏東縣產職業聯合總工會","屏東縣","161767","手工皂實務班","47","16","12000","20250311","20250527"
"正修學校財團法人正修科技大學","高雄市","161769","自媒體數位行銷與生成式AI應用實務班","36","25","6600","20250305","20250416"
"社團法人中華國際企業培訓師協會","高雄市","161773","成本會計基礎班","47","22","8710","20250223","20250427"
"社團法人台灣物業管理產業協會","高雄市","161778","公寓大廈社區營運管理實務班","30","20","5670","20250308","20250412"
"社團法人台灣物業管理產業協會","高雄市","161779","出租套房物業管理實務班","30","20","5670","20250323","20250420"
"社團法人中華菁鷹人才技能學習協會","高雄市","161782","日語會話入門班","47","18","8910","20250319","20250702"
"社團法人中華菁鷹人才技能學習協會","高雄市","161784","日語初級會話班","47","18","8910","20250320","20250710"
"社團法人台灣書畫美術文化交流協會","高雄市","161787","手繪商品設計培訓班","36","20","6500","20250304","20250520"
"社團法人高雄市樹子照顧服務事業發展協會","高雄市","161789","照顧服務業中高階主管管理與領導統御班","16","20","3030","20250322","20250329"
"社團法人高雄市關懷台灣協會","高雄市","161797","繪本應用人員培訓班","36","20","6230","20250306","20250605"
"社團法人高雄市關懷台灣協會","高雄市","161798","創藝彩繪設計進階班","54","20","12000","20250308","20250510"
"社團法人高雄市關懷台灣協會","高雄市","161799","農產品應用實作班","54","20","11000","20250319","20250514"
"社團法人臺灣服務稽核協會","高雄市","161802","實務神秘客培訓班","24","17","4710","20250322","20250324"
"財團法人金屬工業研究發展中心","高雄市","161805","SolidWorks 3D繪圖設計標準課程班","54","20","8910","20250301","20250329"
"社團法人高雄市不動產交易安全協會","高雄市","161807","地政士專業班","120","20","19600","20250226","20250604"
"輔英科技大學","高雄市","161812","故事行銷與手機攝影實務班","36","25","6830","20250301","20250412"
"中華民國指甲彩繪美容職業工會聯合會","高雄市","161819","沙龍手足護理保養與凝膠彩繪美指班","77","20","16250","20250323","20250706"
"社團法人高雄市長榮大學校友會","高雄市","161824","地政士專業班","112","16","18480","20250227","20250605"
"中山學校財團法人高雄市中山高級工商職業學校附設職業訓練中心","高雄市","161826","歐式麵包暨西式點心實作班","63","32","12450","20250308","20250517"
"中山學校財團法人高雄市中山高級工商職業學校附設職業訓練中心","高雄市","161827","藥膳月子調理人員實作班","64","24","12640","20250308","20250503"
"社團法人高雄市新移民多元文化促進協會","高雄市","161829","越南語基礎班","36","20","6500","20250303","20250519"
"社團法人高雄市新移民多元文化促進協會","高雄市","161830","手機攝影與短影音製作班","45","20","8320","20250312","20250521"
"社團法人高雄市新移民多元文化促進協會","高雄市","161831","泰國語基礎班","36","20","6500","20250313","20250605"
"國立高雄大學","高雄市","161836","職場情境日文會話班","33","20","3600","20250319","20250528"
"國立高雄大學","高雄市","161837","職場實務英文班","33","20","4500","20250319","20250528"
"大高雄總工會","高雄市","161839","美甲沙龍設計班","54","22","9000","20250322","20250524"
"高雄市不動產服務業職業工會","高雄市","161841","不動產營業員進階班","21","30","3200","20250225","20250227"
"高雄市不動產服務業職業工會","高雄市","161842","不動產營業員進階班","21","30","3200","20250318","20250320"
"社團法人屏東縣勞工大學教育推廣協會","屏東縣","161848","AI應用與數位行銷班","39","14","7400","20250306","20250612"
"高雄市太陽能設備裝修職業工會","高雄市","161849","太陽光電設計班","49","20","10500","20250309","20250420"
"屏東縣園藝花卉人員業職業工會","屏東縣","161850","園藝栽培與庭園盆栽應用班","45","16","11100","20250304","20250610"
"高雄市多元職能培訓產業工會","高雄市","161851","專業快剪髮藝設計班","84","18","19400","20250304","20250520"
"屏東縣園藝花卉人員業職業工會","屏東縣","161852","庭園園藝美學基礎班","45","16","11100","20250305","20250611"
"屏東縣園藝花卉人員業職業工會","屏東縣","161854","花藝實務班","45","16","11500","20250306","20250626"
"屏東縣園藝花卉人員業職業工會","屏東縣","161855","花藝實務班","45","16","11500","20250307","20250627"
"新竹縣工業會","新竹縣","161856","多益英語閱讀訓練班","36","22","6800","20250304","20250520"
"新竹縣工業會","新竹縣","161857","日語會話中階班","45","22","8310","20250318","20250624"
"屏東縣花藝設計製作職業工會","屏東縣","161867","花藝創意設計班","90","19","20000","20250307","20250627"
"屏東縣花藝設計製作職業工會","高雄市","161868","花藝創意設計班","90","25","20000","20250308","20250628"
"屏東縣花藝設計製作職業工會","屏東縣","161869","花卉創意設計班","45","24","11500","20250311","20250617"
"屏東縣花藝設計製作職業工會","屏東縣","161870","花卉創意設計班","45","24","11500","20250312","20250618"
"高雄市不動產經紀人職業工會","高雄市","161872","不動產經紀營業員專業訓練班","20","23","3550","20250306","20250320"
"正修學校財團法人正修科技大學","高雄市","161875","經絡保健整復應用班","70","18","10800","20250308","20250524"
"社團法人台灣勞工技能訓練協進會","高雄市","161876","韓文會話初級1班","47","20","8910","20250308","20250503"
"社團法人台灣勞工多元學習發展協會","高雄市","161879","國風立領小衫與香蕉褲設計製作班","47","16","11950","20250301","20250426"
"社團法人台灣創造活動發展協會","高雄市","161881","AutoCAD電腦輔助機械製圖班","54","26","8910","20250309","20250511"
"國立澎湖科技大學","澎湖縣","161882","澎湖特色食材烘焙產品實務班","40","24","7900","20250318","20250429"
"實踐大學高雄校區","高雄市","161884","EXCEL函數與ChatGPT資料分析實務班","24","16","3960","20250305","20250423"
"實踐大學高雄校區","高雄市","161885","商務英語溝通實戰應用班","24","15","3960","20250322","20250517"
"高雄市推拿與民俗傳統療法職業工會","高雄市","161891","傳統整復推拿班","120","20","20000","20250303","20250327"
"社團法人臺灣養生創意美食發展協會","高雄市","161892","實用烘焙班","66","20","13610","20250301","20250517"
"社團法人臺灣養生創意美食發展協會","高雄市","161893","梅子加工應用班","66","20","13600","20250302","20250518"
"社團法人臺灣養生創意美食發展協會","高雄市","161894","精緻烘焙班","66","20","13610","20250321","20250613"
"國立屏東科技大學","屏東縣","161897","勞資爭議調解應用實務班","30","12","5670","20250309","20250413"
"國立屏東科技大學","屏東縣","161898","實用日語N5基礎文法班","30","16","5670","20250317","20250623"
"樹德科技大學","高雄市","161899","投資理財實務學士學分班","54","35","8900","20250225","20250502"
"樹德科技大學","高雄市","161900","就業服務人員實務班","36","30","6830","20250321","20250620"
"中華民國港口總工會","高雄市","161905","營業用動力小船駕駛訓練班","96","23","18100","20250301","20250330"
"高雄市傳統整復推拿教育協會","高雄市","161909","民俗調理舒壓技能班","91","20","15760","20250311","20250617"
"高雄市傳統整復推拿教育協會","高雄市","161910","傳統整復推拿調理班","91","20","15760","20250316","20250713"
"中華五術教育產業工會","高雄市","161911","紫微斗數命理應用班","78","16","12800","20250222","20250524"
"高雄市膚質檢測從業人員職業工會","高雄市","161913","保養用品＆清潔用品調製班","91","20","20260","20250308","20250628"
"高雄市膚質檢測從業人員職業工會","高雄市","161914","手工皂技能班","91","20","20260","20250320","20250710"
"高雄市膚質檢測從業人員職業工會","高雄市","161915","手工皂實務班","91","20","20260","20250325","20250701"
"高雄縣工商服務職業工會","高雄市","161918","日語會話實務班","45","16","7380","20250301","20250621"
"高雄縣工商服務職業工會","高雄市","161919","居家飾品彩繪實務班","54","22","10080","20250306","20250508"
"高雄縣職業總工會","高雄市","161923","實用日語會話班","45","16","8460","20250225","20250603"
"高雄縣職業總工會","高雄市","161924","紫微斗數命理實務班","39","22","6900","20250306","20250605"
"高雄縣職業總工會","高雄市","161925","手機攝影短片實務班","45","18","8140","20250312","20250604"
"大高雄傳統整復員職業工會","高雄市","161927","傳統整復推拿刮痧拔罐與實務職能訓練班","72","18","12400","20250301","20250330"
"大高雄傳統整復員職業工會","高雄市","161928","傳統整復推拿刮痧拔罐與實務職能訓練班","72","16","12400","20250305","20250507"
"同德學校財團法人南投縣同德高級中等學校附設職業訓練中心","南投縣","161937","創意伴手禮實務班","56","24","11500","20250308","20250510"
"社團法人台灣多元人力資源發展協會","彰化縣","161938","西式饗宴料理班","48","30","9500","20250314","20250711"
"社團法人彰化縣文創休閒餐旅協會","彰化縣","161939","中餐烹調葷食基礎班","72","25","14850","20250305","20250528"
"社團法人彰化縣文創休閒餐旅協會","彰化縣","161940","下午茶蛋糕甜點班","63","25","12850","20250308","20250510"
"社團法人彰化縣文創休閒餐旅協會","彰化縣","161941","日式星野酵母麵包班","63","25","12950","20250309","20250511"
"社團法人彰化縣文創休閒餐旅協會","彰化縣","161942","熱門米麵食小吃班","77","25","15850","20250315","20250607"
"社團法人臺中市多益國際英語測驗協會","臺中市","161944","多益實力培訓暨應試技巧班","30","28","5670","20250313","20250522"
"中華民國經絡鬆筋整體健康協會","高雄市","161947","經絡調理手技與牛角輔具應用課程班","97","22","16780","20250316","20250622"
"中華民國經絡鬆筋整體健康協會","高雄市","161948","傳統整復推拿初級技術員課程(刮痧與拔罐)班","138","20","23840","20250322","20250719"
"社團法人中國傳統整復療法協會","高雄市","161954","傳統整復推拿技術員單元課程(含法規教育)班","144","18","24500","20250316","20250713"
"社團法人台灣水上安全運動推廣協會","高雄市","161963","浮潛從業人員訓練班","46","18","9120","20250304","20250319"
"樹德科技大學","臺中市","161966","實務神秘客培訓班","24","17","4690","20250221","20250223"
"社團法人高雄市勞資事務協進會附設職業訓練中心","高雄市","161971","營造業甲種職業安全衛生業務主管訓練班","42","23","5400","20250311","20250328"
"屏東縣工業會","屏東縣","161974","手沖與義式咖啡拉花實作班","42","22","9950","20250309","20250427"
"屏東縣工業會","屏東縣","161975","創意皮革打版手縫班","54","24","12020","20250322","20250628"
"財團法人中國生產力中心附設高雄服務處","高雄市","161977","ChatGPT AI智能整合應用班","30","30","5520","20250305","20250409"
"義守大學","高雄市","161979","觀光日文實務訓練班","46","25","8510","20250301","20250613"
"義守大學","高雄市","161980","記帳士專業初階訓練班","78","25","12870","20250322","20250628"
"高雄市星相卜卦與堪輿業職業工會","高雄市","161981","易經卜卦實務班","48","25","5000","20250311","20250515"
"高雄市星相卜卦與堪輿業職業工會","高雄市","161982","室內風水設計實務班","54","25","5300","20250315","20250517"
"高雄市星相卜卦與堪輿業職業工會","高雄市","161983","塔羅占卜實用技能班","48","25","5200","20250325","20250708"
"高雄市語文教學從業人員職業工會","高雄市","161986","韓語實用會話入門班","30","24","5670","20250314","20250523"
"高雄市語文教學從業人員職業工會","高雄市","161987","多益英語能力班","36","22","6660","20250318","20250502"
"高雄市語文教學從業人員職業工會","高雄市","161988","韓語會話應用入門班","30","22","5670","20250325","20250527"
"高雄市總工會","高雄市","161996","生活家飾彩繪實務班","48","25","7700","20250225","20250513"
"高雄市總工會","高雄市","161997","創意時尚服裝打版縫紉班","54","20","10500","20250306","20250520"
"高雄市總工會","高雄市","161998","清潔用品及保養品調製班","54","25","8550","20250315","20250517"
"臺東縣經絡調理服務人員職業工會","臺東縣","162002","傳統整復推拿調理員課程班","54","18","9350","20250308","20250330"
"社團法人中華育群人才技藝發展協會","臺中市","162009","室內園藝景觀植物栽培應用班","42","19","9200","20250309","20250427"
"屏東縣各業勞動力就業推廣協會","屏東縣","162010","快剪實務班","64","20","14750","20250309","20250622"
"屏東縣推拿與民俗傳統療法服務業職業工會","屏東縣","162013","傳統整復推拿技術員課程A班","126","24","21800","20250301","20250426"
"社團法人彰化縣身心障礙者無障礙發展協會","彰化縣","162014","傳統圖紋與時尚皮革應用設計班","48","22","10280","20250304","20250617"
"屏東縣推拿與民俗傳統療法服務業職業工會","屏東縣","162015","肌肉評估/調理與經絡調理實務班","144","24","24900","20250314","20250712"
"全國工人總工會","彰化縣","162020","烘焙麵包實務技能訓練班","54","30","10500","20250310","20250707"
"全國工人總工會","彰化縣","162021","亞洲特色料理班","54","30","10500","20250312","20250709"
"彰化縣米食製品從業人員職業工會","彰化縣","162022","異國料理實作班","54","30","10500","20250310","20250707"
"彰化縣米食製品從業人員職業工會","彰化縣","162023","食物製備技能班","54","30","10500","20250318","20250715"
"臺灣管理顧問業產業工會","臺中市","162024","勞動基準法解析及案例研討班","30","20","5620","20250301","20250329"
"社團法人屏東縣生涯發展協會","屏東縣","162029","職涯發展與生涯規劃設計班","24","16","4740","20250322","20250419"
"高雄市外燴飲食職業工會","高雄市","162032","總舖師料理班","100","25","20600","20250301","20250419"
"高雄市製粉加工職業工會","高雄市","162035","烘焙麵食造型班","100","25","20600","20250308","20250426"
"社團法人中華芳香調理教育學會","高雄市","162037","芳香調理專業員培訓班","72","20","16630","20250301","20250510"
"社團法人中華民國人身安全管理公益協會","高雄市","162038","初級救護技術員訓練班","48","25","6580","20250301","20250316"
"中華民國指甲彩繪美容職業工會聯合會","桃園市","162040","凝膠美甲彩繪創作設計班","84","25","16750","20250308","20250607"
"中華民國指甲彩繪美容職業工會聯合會","桃園市","162041","沙龍手部護理與凝膠造型彩繪班","77","25","15250","20250316","20250615"
"中原大學","桃園市","162043","財務金融實務應用班","24","30","4500","20250308","20250329"
"中原大學","桃園市","162044","實用韓語應用實務班","36","20","6800","20250310","20250526"
"社團法人台灣健康美學發展協會","新竹縣","162047","幾何折疊托特包開版實作班","56","22","12470","20250301","20250426"
"苗栗縣總工會","苗栗縣","162049","時尚咖啡飲品調製班","47","18","10000","20250308","20250503"
"苗栗縣總工會","苗栗縣","162050","芳香照護實務應用班","47","18","11400","20250306","20250703"
"苗栗縣總工會","苗栗縣","162053","乾燥花與永生花設計美學手作班","47","18","10800","20250307","20250704"
"社團法人中華人才交流協會","臺中市","162054","不動產經紀相關法規實務班","33","18","5400","20250313","20250605"
"苗栗縣總工會","苗栗縣","162056","蝶谷巴特複合式媒材拼貼藝術實作班","47","18","10800","20250305","20250618"
"社團法人中華國際技能交流協會","臺中市","162057","企業淨零碳規劃管理實務訓練班","42","22","7720","20250220","20250327"
"社團法人桃園市天韻音樂協會","桃園市","162059","流行音樂古箏彈奏實務班","72","20","11990","20250308","20250607"
"社團法人桃園市天韻音樂協會","桃園市","162060","流行音樂二胡拉弦演奏班","72","20","11520","20250309","20250608"
"苗栗縣骨節整復職業工會","苗栗縣","162061","傳統整復推拿(含腳底按摩)技術訓練班","128","25","15600","20250301","20250427"
"嘉義市工商服務職業工會","嘉義市","162063","創意生活木質家具訓練班","60","29","13360","20250304","20250506"
"嘉義市工商服務職業工會","嘉義市","162064","綠美化園藝植栽訓練班","54","26","11580","20250323","20250525"
"嘉義市總工會","嘉義市","162067","時尚布藝創意袋包設計班","60","30","13360","20250225","20250429"
"嘉義市總工會","嘉義市","162068","創意點心手作烘焙訓練班","60","28","12370","20250308","20250517"
"嘉義市總工會","嘉義市","162069","流行服裝打版訓練班","54","26","12020","20250312","20250507"
"嘉義市總工會","嘉義市","162070","園藝植栽訓練班","54","29","11580","20250312","20250507"
"社團法人台灣資產評估協會","高雄市","162071","買賣房屋評估與修繕工程實務班","39","18","7000","20250325","20250617"
"財團法人鞋類暨運動休閒科技研發中心","高雄市","162075","經典鞋品實作班","54","20","12020","20250308","20250510"
"財團法人鞋類暨運動休閒科技研發中心","高雄市","162076","袋包設計開發與基礎針車操作班","54","20","12020","20250316","20250525"
"中華藝能文創產業工會","高雄市","162078","手機拍攝技巧實務班","36","18","6300","20250322","20250503"
"嘉義市成衣服飾整理加工業職業工會","嘉義市","162080","服裝染繪訓練班","60","31","13360","20250316","20250525"
"中華民國公寓大廈管理服務職業總工會","高雄市","162087","綠能公寓大廈事務人員班","48","30","8310","20250322","20250413"
"社團法人臺中市嬰幼兒福利聯合會","臺中市","162089","嬰幼兒按摩訓練班","18","30","3330","20250308","20250322"
"社團法人台灣手工藝文創協會","臺中市","162091","香氛蠟藝實務班","47","25","12030","20250308","20250426"
"高雄市飾品加工職業工會","高雄市","162094","手工皂與直播電商實作班","60","25","9950","20250308","20250517"
"國立中興大學","臺中市","162097","TTQS企業機構版指標課程班","24","25","4320","20250312","20250409"
"國立中興大學","臺中市","162098","職場人際溝通實務班","36","24","6660","20250325","20250617"
"彰化縣職能技藝發展協會","彰化縣","162105","米麵食料理製作班","54","30","10500","20250311","20250708"
"台中市室內裝潢業職業工會","臺中市","162106","建築物室內裝修工程管理實務班","66","30","8000","20250308","20250524"
"台中市室內裝潢業職業工會","臺中市","162107","室內裝修工程識圖與估價初階班","48","25","7440","20250315","20250510"
"社團法人中華菁鷹人才技能學習協會","臺中市","162109","金融資產投資理財規劃實務班","42","18","7890","20250317","20250505"
